Pipe ID,MATERIAL,DESCRIPTION,YEAR_INSTALLED,WORK_ORDER_NUMBER,ReportDate,StartDateT,CompletedD,Work Order Year,Request Type,FAILURE,Pipe AGE
P60785,L.J.,Distribution,1927,1223609,4/4/2015,4/5/2015,4/5/2015,2015,Check For Leak/Break,1,92
P45172,L.J.,Distribution,1947,1199250,2/27/2015,5/27/2015,5/27/2015,2015,Check For Leak/Break,1,72
P37965,L.J.,Distribution,1924,1196034,2/20/2015,2/23/2015,2/23/2015,2015,Check For Leak/Break,1,95
P39890,L.J.,Distribution,1925,1173107,1/12/2015,1/13/2015,1/13/2015,2015,Check For Leak/Break,1,94
P79794,L.J.,Distribution,1926,1153380,11/16/2014,11/17/2014,11/17/2014,2014,Check For Leak/Break,1,93
P58743,L.J.,Distribution,1964,1130602,10/3/2014,10/6/2014,10/6/2014,2014,Check For Leak/Break,1,55
P31792,L.J.,Distribution,1914,1120138,9/16/2014,9/16/2014,9/16/2014,2014,Check For Leak/Break,1,105
P30664,L.J.,Distribution,1926,1114908,9/6/2014,9/19/2014,9/19/2014,2014,Check For Leak/Break,1,93
P72973,L.J.,Distribution,1910,1110395,8/25/2014,9/25/2014,9/25/2014,2014,Check For Leak/Break,1,109
P72980,L.J.,Distribution,1910,1110395,8/25/2014,9/25/2014,9/25/2014,2014,Check For Leak/Break,1,109
P104107,L.J.,Transmission,1927,1110395,8/25/2014,9/25/2014,9/25/2014,2014,Check For Leak/Break,1,92
P72982,L.J.,Transmission,1927,1110395,8/25/2014,9/25/2014,9/25/2014,2014,Check For Leak/Break,1,92
P74223,M.J.,Distribution,1958,1600748,12/24/2016,12/30/2016,12/30/2016,2016,Check For Leak/Break,1,61
P67012,M.J.,Distribution,1958,1590890,12/11/2016,12/11/2016,12/11/2016,2016,Check For Leak/Break,1,61
P30701,M.J.,Distribution,1952,1589650,12/8/2016,,,2016,Check For Leak/Break,1,67
P50931,M.J.,Distribution,1953,1588928,12/8/2016,,,2016,Check For Leak/Break,1,66
P40112,M.J.,Distribution,1958,1588728,12/7/2016,12/8/2016,12/8/2016,2016,Check For Leak/Break,1,61
P40765,M.J.,Distribution,1959,1588048,12/7/2016,12/7/2016,12/7/2016,2016,Check For Leak/Break,1,60
P36232,M.J.,Distribution,1952,1587748,12/7/2016,12/7/2016,12/7/2016,2016,Check For Leak/Break,1,67
P21771,M.J.,Distribution,1966,1585869,12/6/2016,12/6/2016,12/6/2016,2016,Check For Leak/Break,1,53
P21772,M.J.,Distribution,1966,1585869,12/6/2016,12/6/2016,12/6/2016,2016,Check For Leak/Break,1,53
P10481,M.J.,Distribution,1952,1582793,12/1/2016,12/2/2016,12/2/2016,2016,Check For Leak/Break,1,67
P47885,M.J.,Distribution,1959,1581628,11/30/2016,12/1/2016,12/1/2016,2016,Check For Leak/Break,1,60
P40576,M.J.,Distribution,1963,1580588,11/28/2016,12/1/2016,12/1/2016,2016,Check For Leak/Break,1,56
P47885,M.J.,Distribution,1959,1578028,11/25/2016,11/25/2016,11/25/2016,2016,Check For Leak/Break,1,60
P39476,M.J.,Distribution,1951,1577988,11/24/2016,11/24/2016,11/24/2016,2016,Check For Leak/Break,1,68
P115828,M.J.,Distribution,1952,1575849,11/22/2016,,,2016,Check For Leak/Break,1,67
P78647,M.J.,Distribution,1958,1574008,11/20/2016,11/20/2016,11/20/2016,2016,Check For Leak/Break,1,61
P58212,M.J.,Distribution,1952,1573468,11/18/2016,11/19/2016,11/19/2016,2016,Check For Leak/Break,1,67
P31436,M.J.,Distribution,1956,1571668,11/17/2016,11/22/2016,11/22/2016,2016,Check For Leak/Break,1,63
P103996,M.J.,Distribution,1951,1571268,11/16/2016,,,2016,Check For Leak/Break,1,68
P70430,M.J.,Distribution,1963,1570768,11/16/2016,11/15/2016,11/15/2016,2016,Check For Leak/Break,1,56
P2358,M.J.,Distribution,1955,1570608,11/15/2016,11/17/2016,11/17/2016,2016,Check For Leak/Break,1,64
P43209,M.J.,Distribution,1952,1570280,11/15/2016,,,2016,Check For Leak/Break,1,67
P26682,M.J.,Distribution,1960,1570080,11/15/2016,11/17/2016,11/17/2016,2016,Check For Leak/Break,1,59
P70430,M.J.,Distribution,1963,1569669,11/14/2016,11/15/2016,11/15/2016,2016,Check For Leak/Break,1,56
P36232,M.J.,Distribution,1952,1569649,11/14/2016,,,2016,Check For Leak/Break,1,67
P84931,M.J.,Distribution,1960,1569389,11/14/2016,11/14/2016,11/14/2016,2016,Check For Leak/Break,1,59
P84934,M.J.,Distribution,1960,1569389,11/14/2016,11/14/2016,11/14/2016,2016,Check For Leak/Break,1,59
P107175,M.J.,Distribution,1952,1569250,11/14/2016,11/14/2016,11/14/2016,2016,Check For Leak/Break,1,67
P78174,M.J.,Distribution,1954,1568528,11/13/2016,11/14/2016,11/14/2016,2016,Check For Leak/Break,1,65
P36565,M.J.,Distribution,1957,1568249,11/12/2016,,,2016,Check For Leak/Break,1,62
P7267,M.J.,Distribution,1954,1567288,11/10/2016,11/10/2016,11/10/2016,2016,Check For Leak/Break,1,65
P679,M.J.,Distribution,1962,1567248,11/10/2016,11/11/2016,11/11/2016,2016,Check For Leak/Break,1,57
P9588,M.J.,Transmission,1956,1565791,11/8/2016,,,2016,Check For Leak/Break,1,63
P39211,M.J.,Distribution,1955,1565629,11/8/2016,11/8/2016,11/8/2016,2016,Check For Leak/Break,1,64
P38903,M.J.,Distribution,1956,1564268,11/5/2016,,,2016,Check For Leak/Break,1,63
P403137,M.J.,Distribution,1946,1561968,11/3/2016,11/3/2016,11/3/2016,2016,Check For Leak/Break,1,73
P113578,M.J.,Distribution,1955,1555549,10/28/2016,10/28/2016,10/28/2016,2016,Check For Leak/Break,1,64
P79404,M.J.,Distribution,1955,1553868,10/25/2016,10/26/2016,10/26/2016,2016,Check For Leak/Break,1,64
P46758,M.J.,Distribution,1954,1547568,10/16/2016,,,2016,Check For Leak/Break,1,65
P79093,M.J.,Distribution,1954,1546374,10/13/2016,10/13/2016,10/13/2016,2016,Check For Leak/Break,1,65
P76909,M.J.,Transmission,1953,1541725,10/7/2016,10/8/2016,10/8/2016,2016,Check For Leak/Break,1,66
P54952,M.J.,Transmission,1953,1539848,10/6/2016,10/6/2016,10/6/2016,2016,Check For Leak/Break,1,66
P48009,M.J.,Distribution,1959,1539708,10/6/2016,10/6/2016,10/6/2016,2016,Check For Leak/Break,1,60
P28703,M.J.,Distribution,1959,1536888,10/3/2016,,,2016,Check For Leak/Break,1,60
P40721,M.J.,Distribution,1952,1536288,10/2/2016,10/4/2016,10/4/2016,2016,Check For Leak/Break,1,67
P58572,M.J.,Distribution,1954,1529884,9/23/2016,,,2016,Check For Leak/Break,1,65
P106587,M.J.,Distribution,1959,1526669,9/16/2016,9/27/2016,9/27/2016,2016,Check For Leak/Break,1,60
P41893,M.J.,Distribution,1965,1519352,9/3/2016,9/3/2016,9/3/2016,2016,Check For Leak/Break,1,54
P85996,M.J.,Distribution,1955,1511669,8/23/2016,8/23/2016,8/23/2016,2016,Check For Leak/Break,1,64
P30701,M.J.,Distribution,1952,1508628,8/15/2016,8/16/2016,8/16/2016,2016,Check For Leak/Break,1,67
P49124,M.J.,Distribution,1955,1499369,8/1/2016,8/1/2016,8/1/2016,2016,Check For Leak/Break,1,64
P40202,M.J.,Distribution,1959,1498028,7/30/2016,,,2016,Check For Leak/Break,1,60
P29124,M.J.,Distribution,1956,1495283,7/25/2016,,,2016,Check For Leak/Break,1,63
P18373,M.J.,Distribution,1962,1490991,7/15/2016,7/15/2016,7/15/2016,2016,Check For Leak/Break,1,57
P76652,M.J.,Distribution,1956,1476168,6/30/2016,7/1/2016,7/1/2016,2016,Check For Leak/Break,1,63
P39101,M.J.,Distribution,1956,1470468,6/26/2016,6/30/2016,6/30/2016,2016,Check For Leak/Break,1,63
P104079,M.J.,Distribution,1955,1470068,6/24/2016,6/25/2016,6/25/2016,2016,Check For Leak/Break,1,64
P37993,M.J.,Distribution,1954,1468131,6/21/2016,6/22/2016,6/22/2016,2016,Check For Leak/Break,1,65
P111647,M.J.,Transmission,1954,1468010,6/21/2016,6/21/2016,6/21/2016,2016,Check For Leak/Break,1,65
P29124,M.J.,Distribution,1956,1466208,6/19/2016,6/19/2016,6/19/2016,2016,Check For Leak/Break,1,63
P47303,M.J.,Distribution,1954,1439503,5/11/2016,5/11/2016,5/11/2016,2016,Check For Leak/Break,1,65
P36611,M.J.,Distribution,1955,1437208,5/5/2016,5/5/2016,5/5/2016,2016,Check For Leak/Break,1,64
P106589,M.J.,Distribution,1956,1432208,4/30/2016,4/30/2016,4/30/2016,2016,Check For Leak/Break,1,63
P21690,M.J.,Distribution,1954,1431792,4/28/2016,4/29/2016,4/29/2016,2016,Check For Leak/Break,1,65
P47361,M.J.,Distribution,1955,1430568,4/26/2016,4/26/2016,4/26/2016,2016,Check For Leak/Break,1,64
P11441,M.J.,Distribution,1957,1406578,3/18/2016,3/18/2016,3/18/2016,2016,Check For Leak/Break,1,62
P54677,M.J.,Distribution,1952,1399372,2/29/2016,3/7/2016,3/7/2016,2016,Check For Leak/Break,1,67
P54783,M.J.,Distribution,1952,1399372,2/29/2016,3/7/2016,3/7/2016,2016,Check For Leak/Break,1,67
P63883,M.J.,Distribution,1960,1396354,2/19/2016,,,2016,Check For Leak/Break,1,59
P401955,M.J.,Distribution,1951,1387291,1/28/2016,1/28/2016,1/28/2016,2016,Check For Leak/Break,1,68
P36982,M.J.,Distribution,1949,1386718,1/26/2016,1/26/2016,1/26/2016,2016,Check For Leak/Break,1,70
P37030,M.J.,Distribution,1956,1386681,1/26/2016,1/27/2016,1/27/2016,2016,Check For Leak/Break,1,63
P77786,M.J.,Transmission,1954,1385948,1/25/2016,1/25/2016,1/25/2016,2016,Check For Leak/Break,1,65
P69491,M.J.,Distribution,1957,1385841,1/22/2016,1/22/2016,1/22/2016,2016,Check For Leak/Break,1,62
P47496,M.J.,Distribution,1956,1384164,1/15/2016,1/16/2016,1/16/2016,2016,Check For Leak/Break,1,63
P107175,M.J.,Distribution,1952,1383982,1/13/2016,1/13/2016,1/13/2016,2016,Check For Leak/Break,1,67
P23848,M.J.,Distribution,1953,1383743,1/13/2016,1/13/2016,1/13/2016,2016,Check For Leak/Break,1,66
P22131,M.J.,Distribution,1951,1383636,1/12/2016,1/12/2016,1/12/2016,2016,Check For Leak/Break,1,68
P29008,M.J.,Distribution,1954,1382890,1/10/2016,1/12/2016,1/12/2016,2016,Check For Leak/Break,1,65
P39256,M.J.,Transmission,1959,1382819,1/9/2016,2/14/2016,2/14/2016,2016,Check For Leak/Break,1,60
P80911,M.J.,Distribution,1952,1377348,12/30/2015,12/30/2015,12/30/2015,2015,Check For Leak/Break,1,67
P29295,M.J.,Distribution,1954,1374788,12/19/2015,12/14/2015,12/14/2015,2015,Check For Leak/Break,1,65
P12043,M.J.,Transmission,1959,1372476,12/16/2015,12/16/2015,12/16/2015,2015,Check For Leak/Break,1,60
P16727,M.J.,Transmission,1954,776822,6/16/2014,6/16/2014,6/17/2014,2014,Check For Leak/Break,1,65
P13714,M.J.,Distribution,1952,774013,6/4/2014,6/4/2014,6/4/2014,2014,Check For Leak/Break,1,67
P11982,M.J.,Transmission,1953,768648,5/22/2014,5/22/2014,5/22/2014,2014,Check For Leak/Break,1,66
P40721,M.J.,Distribution,1952,767744,5/19/2014,5/19/2014,5/19/2014,2014,Check For Leak/Break,1,67
P50143,M.J.,Transmission,1954,763164,5/6/2014,5/7/2014,5/7/2014,2014,Check For Leak/Break,1,65
P13102,M.J.,Distribution,1953,755017,4/17/2014,10/5/2015,10/5/2015,2014,Check For Leak/Break,1,66
P107164,M.J.,Distribution,1957,743706,3/15/2014,3/21/2014,3/21/2014,2014,Check For Leak/Break,1,62
P43619,M.J.,Distribution,1954,735107,2/17/2014,2/11/2014,2/11/2014,2014,Check For Leak/Break,1,65
P29494,M.J.,Distribution,1952,733895,2/11/2014,2/11/2014,2/11/2014,2014,Check For Leak/Break,1,67
P22334,M.J.,Distribution,1956,732890,2/6/2014,3/29/2015,3/29/2015,2014,Check For Leak/Break,1,63
P22334,M.J.,Distribution,1956,732796,2/6/2014,2/6/2014,2/8/2014,2014,Check For Leak/Break,1,63
P22338,M.J.,Distribution,1956,732796,2/6/2014,2/6/2014,2/8/2014,2014,Check For Leak/Break,1,63
P68250,M.J.,Distribution,1954,732731,2/5/2014,2/17/2014,2/17/2014,2014,Check For Leak/Break,1,65
P52595,M.J.,Distribution,1949,731685,2/2/2014,2/10/2014,2/10/2014,2014,Check For Leak/Break,1,70
P35770,M.J.,Distribution,1954,731647,2/2/2014,3/4/2014,3/4/2014,2014,Check For Leak/Break,1,65
P105373,M.J.,Distribution,1949,731645,2/2/2014,2/2/2014,2/2/2014,2014,Check For Leak/Break,1,70
P73459,M.J.,Distribution,1949,731645,2/2/2014,2/2/2014,2/2/2014,2014,Check For Leak/Break,1,70
P39726,M.J.,Transmission,1957,729043,1/26/2014,2/6/2014,2/6/2014,2014,Check For Leak/Break,1,62
P76159,M.J.,Distribution,1953,728785,1/24/2014,2/8/2014,2/8/2014,2014,Check For Leak/Break,1,66
P107189,M.J.,Distribution,1954,726997,1/15/2014,1/21/2014,1/21/2014,2014,Check For Leak/Break,1,65
P13691,M.J.,Distribution,1951,725625,1/12/2014,1/16/2014,1/16/2014,2014,Check For Leak/Break,1,68
P113936,M.J.,Distribution,1952,725625,1/12/2014,1/16/2014,1/16/2014,2014,Check For Leak/Break,1,67
P68474,M.J.,Transmission,1955,725289,1/8/2014,1/8/2014,1/8/2014,2014,Check For Leak/Break,1,64
P68486,M.J.,Transmission,1955,725289,1/8/2014,1/8/2014,1/8/2014,2014,Check For Leak/Break,1,64
P13823,M.J.,Distribution,1949,724673,1/2/2014,9/2/2014,9/2/2014,2014,Check For Leak/Break,1,70
P104117,M.J.,Distribution,1952,2089728,12/30/2017,12/30/2017,12/30/2017,2017,Check For Leak/Break,1,67
P11776,M.J.,Transmission,1954,2081509,12/18/2017,12/18/2017,12/19/2017,2017,Check For Leak/Break,1,65
P29289,M.J.,Distribution,1955,2080168,12/16/2017,12/16/2017,12/16/2017,2017,Check For Leak/Break,1,64
P54584,M.J.,Transmission,1928,2079788,12/15/2017,12/19/2017,12/19/2017,2017,Check For Leak/Break,1,91
P46217,M.J.,Distribution,1949,2076688,12/13/2017,12/13/2017,12/13/2017,2017,Check For Leak/Break,1,70
P113707,M.J.,Distribution,1957,2074608,12/11/2017,12/12/2017,12/12/2017,2017,Check For Leak/Break,1,62
P63642,M.J.,Distribution,1959,2073088,12/10/2017,12/10/2017,12/10/2017,2017,Check For Leak/Break,1,60
P80216,M.J.,Distribution,1954,2059709,11/28/2017,11/28/2017,11/28/2017,2017,Check For Leak/Break,1,65
P79121,M.J.,Distribution,1960,2059688,11/28/2017,11/28/2017,11/28/2017,2017,Check For Leak/Break,1,59
P78561,M.J.,Distribution,1951,2039288,11/4/2017,11/4/2017,11/4/2017,2017,Check For Leak/Break,1,68
P14901,M.J.,Distribution,1958,2036728,11/3/2017,11/3/2017,11/3/2017,2017,Check For Leak/Break,1,61
P40569,M.J.,Distribution,1959,2035208,11/1/2017,11/2/2017,11/2/2017,2017,Check For Leak/Break,1,60
P45812,M.J.,Distribution,1959,2033528,11/1/2017,11/1/2017,11/1/2017,2017,Check For Leak/Break,1,60
P73518,M.J.,Distribution,1949,2024888,10/25/2017,10/25/2017,10/25/2017,2017,Check For Leak/Break,1,70
P73518,M.J.,Distribution,1949,2024768,10/24/2017,10/24/2017,10/24/2017,2017,Check For Leak/Break,1,70
P62823,M.J.,Distribution,1952,2021588,10/21/2017,10/21/2017,10/21/2017,2017,Check For Leak/Break,1,67
P74480,M.J.,Distribution,1958,1999248,9/30/2017,9/30/2017,10/2/2017,2017,Check For Leak/Break,1,61
P17719,M.J.,Distribution,1950,1972229,9/8/2017,9/8/2017,9/9/2017,2017,Check For Leak/Break,1,69
P67005,M.J.,Distribution,1958,1946148,8/17/2017,8/17/2017,8/17/2017,2017,Check For Leak/Break,1,61
P36673,M.J.,Distribution,1958,1916849,7/20/2017,7/20/2017,7/20/2017,2017,Check For Leak/Break,1,61
P17594,M.J.,Distribution,1953,1907628,7/13/2017,7/13/2017,7/13/2017,2017,Check For Leak/Break,1,66
P33602,M.J.,Distribution,1955,1902991,7/10/2017,7/10/2017,7/10/2017,2017,Check For Leak/Break,1,64
P76645,M.J.,Distribution,1954,1900788,7/9/2017,7/10/2017,7/10/2017,2017,Check For Leak/Break,1,65
P59084,M.J.,Distribution,1940,1892573,6/29/2017,6/29/2017,6/29/2017,2017,Check For Leak/Break,1,79
P59084,M.J.,Distribution,1940,1891308,6/28/2017,6/28/2017,6/28/2017,2017,Check For Leak/Break,1,79
P16059,M.J.,Distribution,1952,1889068,6/27/2017,6/27/2017,6/27/2017,2017,Check For Leak/Break,1,67
P78172,M.J.,Distribution,1954,1863348,6/2/2017,6/3/2017,6/3/2017,2017,Check For Leak/Break,1,65
P79303,M.J.,Distribution,1954,1861769,6/1/2017,6/1/2017,6/1/2017,2017,Check For Leak/Break,1,65
P79303,M.J.,Distribution,1954,1860531,6/1/2017,6/1/2017,6/1/2017,2017,Check For Leak/Break,1,65
P30707,M.J.,Distribution,1952,1756268,4/14/2017,4/14/2017,4/14/2017,2017,Check For Leak/Break,1,67
P42704,M.J.,Distribution,1961,1742969,4/8/2017,4/8/2017,4/8/2017,2017,Check For Leak/Break,1,58
P47565,M.J.,Distribution,1952,1716768,3/26/2017,3/27/2017,3/27/2017,2017,Check For Leak/Break,1,67
P38634,M.J.,Distribution,1965,1700168,3/15/2017,4/2/2017,4/2/2017,2017,Check For Leak/Break,1,54
P47308,M.J.,Transmission,1953,1667868,2/22/2017,2/22/2017,2/23/2017,2017,Check For Leak/Break,1,66
P47309,M.J.,Transmission,1953,1667868,2/22/2017,2/22/2017,2/23/2017,2017,Check For Leak/Break,1,66
P47318,M.J.,Transmission,1953,1667868,2/22/2017,2/22/2017,2/23/2017,2017,Check For Leak/Break,1,66
P47317,M.J.,Transmission,1954,1667868,2/22/2017,2/22/2017,2/23/2017,2017,Check For Leak/Break,1,65
P30820,M.J.,Distribution,1952,1663768,2/20/2017,2/23/2017,2/23/2017,2017,Check For Leak/Break,1,67
P52225,M.J.,Distribution,1958,1653479,2/10/2017,2/22/2017,2/22/2017,2017,Check For Leak/Break,1,61
P111647,M.J.,Transmission,1954,1635214,1/30/2017,2/1/2017,2/1/2017,2017,Check For Leak/Break,1,65
P46620,M.J.,Distribution,1954,1619328,1/12/2017,1/19/2017,1/19/2017,2017,Check For Leak/Break,1,65
P49817,M.J.,Distribution,1952,1619290,1/12/2017,2/23/2017,2/23/2017,2017,Check For Leak/Break,1,67
P46620,M.J.,Distribution,1954,1619269,1/12/2017,1/12/2017,1/12/2017,2017,Check For Leak/Break,1,65
P33389,M.J.,Distribution,1957,1618426,1/11/2017,1/12/2017,1/12/2017,2017,Check For Leak/Break,1,62
P31453,M.J.,Distribution,1955,1612528,1/7/2017,1/7/2017,1/7/2017,2017,Check For Leak/Break,1,64
P68271,M.J.,Distribution,1954,1360048,11/29/2015,12/1/2015,12/1/2015,2015,Check For Leak/Break,1,65
P20350,M.J.,Distribution,1954,1358572,11/23/2015,11/23/2015,11/23/2015,2015,Check For Leak/Break,1,65
P29470,M.J.,Distribution,1955,1350874,11/3/2015,11/6/2015,11/6/2015,2015,Check For Leak/Break,1,64
P24295,M.J.,Distribution,1952,1350872,11/3/2015,,,2015,Check For Leak/Break,1,67
P51085,M.J.,Distribution,1949,1346948,10/29/2015,10/30/2015,10/30/2015,2015,Check For Leak/Break,1,70
P16627,M.J.,Transmission,1954,1343745,10/22/2015,10/22/2015,10/22/2015,2015,Check For Leak/Break,1,65
P104079,M.J.,Distribution,1955,1341931,10/21/2015,10/21/2015,10/21/2015,2015,Check For Leak/Break,1,64
P22806,M.J.,Distribution,1953,1336359,10/6/2015,11/5/2015,11/5/2015,2015,Check For Leak/Break,1,66
P63963,M.J.,Distribution,1952,1329298,9/29/2015,9/29/2015,9/29/2015,2015,Check For Leak/Break,1,67
P36683,M.J.,Distribution,1952,1328888,9/28/2015,9/28/2015,9/28/2015,2015,Check For Leak/Break,1,67
P5563,M.J.,Distribution,1955,1326068,9/19/2015,9/19/2015,9/19/2015,2015,Check For Leak/Break,1,64
P20350,M.J.,Distribution,1954,1323376,9/10/2015,9/10/2015,9/10/2015,2015,Check For Leak/Break,1,65
P19164,M.J.,Transmission,1957,1316097,8/29/2015,8/29/2015,8/29/2015,2015,Check For Leak/Break,1,62
P79334,M.J.,Distribution,1954,1314997,8/28/2015,8/31/2015,8/31/2015,2015,Check For Leak/Break,1,65
P39335,M.J.,Distribution,1957,1314816,8/27/2015,,,2015,Check For Leak/Break,1,62
P26406,M.J.,Distribution,1960,1312897,8/22/2015,,,2015,Check For Leak/Break,1,59
P40949,M.J.,Distribution,1952,1310968,8/17/2015,8/18/2015,8/18/2015,2015,Check For Leak/Break,1,67
P40956,M.J.,Distribution,1952,1310968,8/17/2015,8/18/2015,8/18/2015,2015,Check For Leak/Break,1,67
P104121,M.J.,Distribution,1960,1310968,8/17/2015,8/18/2015,8/18/2015,2015,Check For Leak/Break,1,59
P40949,M.J.,Distribution,1952,1310495,8/17/2015,8/17/2015,8/17/2015,2015,Check For Leak/Break,1,67
P40956,M.J.,Distribution,1952,1310495,8/17/2015,8/17/2015,8/17/2015,2015,Check For Leak/Break,1,67
P104121,M.J.,Distribution,1960,1310495,8/17/2015,8/17/2015,8/17/2015,2015,Check For Leak/Break,1,59
P24426,M.J.,Distribution,1953,1293531,7/25/2015,,,2015,Check For Leak/Break,1,66
P112309,M.J.,Transmission,1957,1292494,7/21/2015,7/21/2015,7/21/2015,2015,Check For Leak/Break,1,62
P71019,M.J.,Transmission,1956,1274464,6/22/2015,8/24/2015,8/24/2015,2015,Check For Leak/Break,1,63
P64494,M.J.,Distribution,1952,1271818,6/16/2015,6/16/2015,6/16/2015,2015,Check For Leak/Break,1,67
P18747,M.J.,Transmission,1953,1271793,6/16/2015,6/16/2015,6/16/2015,2015,Check For Leak/Break,1,66
P30820,M.J.,Distribution,1952,1256079,5/27/2015,5/27/2015,5/27/2015,2015,Check For Leak/Break,1,67
P52336,M.J.,Distribution,1953,1251428,5/16/2015,11/21/2015,11/21/2015,2015,Check For Leak/Break,1,66
P103649,M.J.,Distribution,1952,1246080,5/8/2015,5/8/2015,5/8/2015,2015,Check For Leak/Break,1,67
P103649,M.J.,Distribution,1952,1243368,5/4/2015,5/8/2015,5/8/2015,2015,Check For Leak/Break,1,67
P9300,M.J.,Distribution,1949,1242411,5/4/2015,5/4/2015,5/4/2015,2015,Check For Leak/Break,1,70
P31718,M.J.,Distribution,1956,1219912,4/1/2015,4/1/2015,4/1/2015,2015,Check For Leak/Break,1,63
P51983,M.J.,Distribution,1952,1217448,3/29/2015,3/29/2015,3/29/2015,2015,Check For Leak/Break,1,67
P26945,M.J.,Distribution,1962,1217288,3/28/2015,3/28/2015,3/28/2015,2015,Check For Leak/Break,1,57
P13714,M.J.,Distribution,1952,1209368,3/21/2015,6/3/2015,6/3/2015,2015,Check For Leak/Break,1,67
P2390,M.J.,Distribution,1955,1207714,3/19/2015,6/4/2015,6/4/2015,2015,Check For Leak/Break,1,64
P47399,M.J.,Distribution,1964,1201687,3/4/2015,,,2015,Check For Leak/Break,1,55
P52241,M.J.,Distribution,1953,1196924,2/23/2015,2/25/2015,2/25/2015,2015,Check For Leak/Break,1,66
P71142,M.J.,Distribution,1950,1196203,2/23/2015,2/24/2015,2/24/2015,2015,Check For Leak/Break,1,69
P39298,M.J.,Distribution,1953,1196088,2/21/2015,,,2015,Check For Leak/Break,1,66
P56316,M.J.,Distribution,1954,1196039,2/20/2015,2/23/2015,2/23/2015,2015,Check For Leak/Break,1,65
P113705,M.J.,Distribution,1952,1195510,2/20/2015,2/20/2015,2/20/2015,2015,Check For Leak/Break,1,67
P6060,M.J.,Distribution,1952,1195508,2/19/2015,2/19/2015,2/19/2015,2015,Check For Leak/Break,1,67
P18281,M.J.,Distribution,1954,1193336,2/15/2015,2/16/2015,2/16/2015,2015,Check For Leak/Break,1,65
P18287,M.J.,Distribution,1954,1193336,2/15/2015,2/16/2015,2/16/2015,2015,Check For Leak/Break,1,65
P90386,M.J.,Distribution,1958,1179531,1/26/2015,1/27/2015,1/27/2015,2015,Check For Leak/Break,1,61
P78558,M.J.,Distribution,1960,1178287,1/22/2015,5/28/2015,5/28/2015,2015,Check For Leak/Break,1,59
P77283,M.J.,Transmission,1953,1174868,1/14/2015,5/28/2015,5/28/2015,2015,Check For Leak/Break,1,66
P75654,M.J.,Distribution,1950,1173653,1/13/2015,1/13/2015,1/13/2015,2015,Check For Leak/Break,1,69
P44194,M.J.,Distribution,1954,1172899,1/10/2015,1/10/2015,1/10/2015,2015,Check For Leak/Break,1,65
P44320,M.J.,Distribution,1954,1172899,1/10/2015,1/10/2015,1/10/2015,2015,Check For Leak/Break,1,65
P63156,M.J.,Distribution,1952,1172481,1/9/2015,1/9/2015,1/10/2015,2015,Check For Leak/Break,1,67
P30066,M.J.,Transmission,1955,1171892,1/9/2015,1/11/2015,1/11/2015,2015,Check For Leak/Break,1,64
P16870,M.J.,Transmission,1954,1170099,1/6/2015,1/6/2015,1/6/2015,2015,Check For Leak/Break,1,65
